,Neighbors
pseudo_225_1510.0_408.0_8_rela_relative,"['pseudo_118_810.0_1608.0', 'pseudo_125_910.0_608.0', 'pseudo_142_1010.0_608.0', 'pseudo_169_1110.0_1608.0', 'pseudo_173_1210.0_308.0', 'pseudo_214_1410.0_1008.0', 'pseudo_224_1510.0_308.0', 'pseudo_226_1510.0_508.0', 'pseudo_243_1610.0_508.0', 'pseudo_244_1610.0_608.0', 'pseudo_245_1610.0_708.0', 'pseudo_268_1710.0_1308.0', 'pseudo_42_410.0_808.0', 'pseudo_62_510.0_1108.0', 'pseudo_94_710.0_908.0']"
pseudo_225_1510.0_408.0_9_rela_relative,"['pseudo_113_810.0_1108.0', 'pseudo_181_1210.0_1108.0']"
pseudo_225_1510.0_408.0_10_rela_relative,[]
pseudo_228_1510.0_708.0_0_rela_relative,['pseudo_218_1410.0_1408.0']
pseudo_228_1510.0_708.0_1_rela_relative,['pseudo_89_710.0_408.0']
pseudo_228_1510.0_708.0_2_rela_relative,['pseudo_92_710.0_708.0']
pseudo_228_1510.0_708.0_3_rela_relative,[]
pseudo_228_1510.0_708.0_4_rela_relative,"['pseudo_109_810.0_708.0', 'pseudo_210_1410.0_608.0', 'pseudo_42_410.0_808.0', 'pseudo_74_610.0_608.0', 'pseudo_88_710.0_308.0']"
pseudo_228_1510.0_708.0_5_rela_relative,[]
pseudo_228_1510.0_708.0_6_rela_relative,['pseudo_266_1710.0_1108.0']
pseudo_228_1510.0_708.0_7_rela_relative,['pseudo_115_810.0_1308.0']
pseudo_228_1510.0_708.0_8_rela_relative,[]
pseudo_228_1510.0_708.0_9_rela_relative,[]
pseudo_228_1510.0_708.0_10_rela_relative,['pseudo_147_1010.0_1108.0']
pseudo_241_1610.0_308.0_0_rela_relative,[]
pseudo_241_1610.0_308.0_1_rela_relative,"['pseudo_44_410.0_1008.0', 'pseudo_6_210.0_608.0', 'pseudo_78_610.0_1008.0']"
pseudo_241_1610.0_308.0_2_rela_relative,[]
pseudo_241_1610.0_308.0_3_rela_relative,[]
pseudo_241_1610.0_308.0_4_rela_relative,[]
pseudo_241_1610.0_308.0_5_rela_relative,[]
pseudo_241_1610.0_308.0_6_rela_relative,['pseudo_194_1310.0_708.0']
pseudo_241_1610.0_308.0_7_rela_relative,[]
pseudo_241_1610.0_308.0_8_rela_relative,"['pseudo_254_1610.0_1608.0', 'pseudo_48_410.0_1408.0', 'pseudo_95_710.0_1008.0']"
pseudo_241_1610.0_308.0_9_rela_relative,['pseudo_207_1410.0_308.0']
pseudo_241_1610.0_308.0_10_rela_relative,[]
pseudo_243_1610.0_508.0_0_rela_relative,['pseudo_266_1710.0_1108.0']
pseudo_243_1610.0_508.0_1_rela_relative,"['pseudo_210_1410.0_608.0', 'pseudo_228_1510.0_708.0', 'pseudo_245_1610.0_708.0', 'pseudo_42_410.0_808.0', 'pseudo_55_510.0_408.0', 'pseudo_73_610.0_508.0', 'pseudo_75_610.0_708.0', 'pseudo_88_710.0_308.0']"
pseudo_243_1610.0_508.0_2_rela_relative,[]
pseudo_243_1610.0_508.0_3_rela_relative,[]
pseudo_243_1610.0_508.0_4_rela_relative,[]
pseudo_243_1610.0_508.0_5_rela_relative,['pseudo_254_1610.0_1608.0']
pseudo_243_1610.0_508.0_6_rela_relative,[]
pseudo_243_1610.0_508.0_7_rela_relative,"['pseudo_109_810.0_708.0', 'pseudo_22_310.0_508.0', 'pseudo_88_710.0_308.0']"
pseudo_243_1610.0_508.0_8_rela_relative,[]
pseudo_243_1610.0_508.0_9_rela_relative,[]
pseudo_243_1610.0_508.0_10_rela_relative,[]
pseudo_249_1610.0_1108.0_0_rela_relative,[]
pseudo_249_1610.0_1108.0_1_rela_relative,[]
pseudo_249_1610.0_1108.0_2_rela_relative,[]
pseudo_249_1610.0_1108.0_3_rela_relative,"['pseudo_116_810.0_1408.0', 'pseudo_218_1410.0_1408.0']"
pseudo_249_1610.0_1108.0_4_rela_relative,['pseudo_278_1810.0_608.0']
pseudo_249_1610.0_1108.0_5_rela_relative,[]
pseudo_249_1610.0_1108.0_6_rela_relative,[]
pseudo_249_1610.0_1108.0_7_rela_relative,[]
pseudo_249_1610.0_1108.0_8_rela_relative,[]
pseudo_249_1610.0_1108.0_9_rela_relative,[]
pseudo_249_1610.0_1108.0_10_rela_relative,[]
pseudo_261_1710.0_608.0_0_rela_relative,[]
pseudo_261_1710.0_608.0_1_rela_relative,[]
pseudo_261_1710.0_608.0_2_rela_relative,[]
pseudo_261_1710.0_608.0_3_rela_relative,[]
pseudo_261_1710.0_608.0_4_rela_relative,[]
pseudo_261_1710.0_608.0_5_rela_relative,"['pseudo_81_610.0_1308.0', 'pseudo_91_710.0_608.0']"
pseudo_261_1710.0_608.0_6_rela_relative,[]
pseudo_261_1710.0_608.0_7_rela_relative,[]
pseudo_261_1710.0_608.0_8_rela_relative,[]
pseudo_261_1710.0_608.0_9_rela_relative,[]
pseudo_261_1710.0_608.0_10_rela_relative,[]
pseudo_262_1710.0_708.0_0_rela_relative,['pseudo_115_810.0_1308.0']
pseudo_262_1710.0_708.0_1_rela_relative,[]
pseudo_262_1710.0_708.0_2_rela_relative,[]
pseudo_262_1710.0_708.0_3_rela_relative,[]
pseudo_262_1710.0_708.0_4_rela_relative,"['pseudo_146_1010.0_1008.0', 'pseudo_230_1510.0_908.0']"
pseudo_262_1710.0_708.0_5_rela_relative,[]
pseudo_262_1710.0_708.0_6_rela_relative,"['pseudo_105_810.0_308.0', 'pseudo_140_1010.0_408.0', 'pseudo_143_1010.0_708.0', 'pseudo_276_1810.0_408.0']"
pseudo_262_1710.0_708.0_7_rela_relative,"['pseudo_201_1310.0_1408.0', 'pseudo_80_610.0_1208.0']"
pseudo_262_1710.0_708.0_8_rela_relative,"['pseudo_121_910.0_208.0', 'pseudo_126_910.0_708.0', 'pseudo_37_410.0_308.0']"
pseudo_262_1710.0_708.0_9_rela_relative,[]
pseudo_262_1710.0_708.0_10_rela_relative,['pseudo_96_710.0_1108.0']
pseudo_266_1710.0_1108.0_0_rela_relative,[]
pseudo_266_1710.0_1108.0_1_rela_relative,['pseudo_212_1410.0_808.0']
pseudo_266_1710.0_1108.0_2_rela_relative,[]
pseudo_266_1710.0_1108.0_3_rela_relative,"['pseudo_253_1610.0_1508.0', 'pseudo_270_1710.0_1508.0', 'pseudo_50_410.0_1608.0']"
pseudo_266_1710.0_1108.0_4_rela_relative,[]
pseudo_266_1710.0_1108.0_5_rela_relative,['pseudo_235_1510.0_1408.0']
pseudo_266_1710.0_1108.0_6_rela_relative,[]
pseudo_266_1710.0_1108.0_7_rela_relative,['pseudo_198_1310.0_1108.0']
pseudo_266_1710.0_1108.0_8_rela_relative,"['pseudo_145_1010.0_908.0', 'pseudo_157_1110.0_408.0', 'pseudo_179_1210.0_908.0', 'pseudo_229_1510.0_808.0', 'pseudo_233_1510.0_1208.0']"
pseudo_266_1710.0_1108.0_9_rela_relative,[]
pseudo_266_1710.0_1108.0_10_rela_relative,"['pseudo_177_1210.0_708.0', 'pseudo_24_310.0_708.0', 'pseudo_61_510.0_1008.0']"
pseudo_284_1810.0_1208.0_0_rela_relative,['pseudo_146_1010.0_1008.0']
pseudo_284_1810.0_1208.0_1_rela_relative,[]
pseudo_284_1810.0_1208.0_2_rela_relative,[]
pseudo_284_1810.0_1208.0_3_rela_relative,[]
pseudo_284_1810.0_1208.0_4_rela_relative,"['pseudo_57_510.0_608.0', 'pseudo_9_210.0_908.0']"
pseudo_284_1810.0_1208.0_5_rela_relative,['pseudo_243_1610.0_508.0']
pseudo_284_1810.0_1208.0_6_rela_relative,['pseudo_160_1110.0_708.0']
pseudo_284_1810.0_1208.0_7_rela_relative,[]
pseudo_284_1810.0_1208.0_8_rela_relative,['pseudo_71_610.0_308.0']
pseudo_284_1810.0_1208.0_9_rela_relative,"['pseudo_145_1010.0_908.0', 'pseudo_175_1210.0_508.0', 'pseudo_24_310.0_708.0', 'pseudo_265_1710.0_1008.0']"
pseudo_284_1810.0_1208.0_10_rela_relative,[]
pseudo_286_1810.0_1408.0_0_rela_relative,[]
pseudo_286_1810.0_1408.0_1_rela_relative,[]
pseudo_286_1810.0_1408.0_2_rela_relative,[]
pseudo_286_1810.0_1408.0_3_rela_relative,"['pseudo_147_1010.0_1108.0', 'pseudo_263_1710.0_808.0']"
pseudo_286_1810.0_1408.0_4_rela_relative,[]
pseudo_286_1810.0_1408.0_5_rela_relative,[]
pseudo_286_1810.0_1408.0_6_rela_relative,[]
pseudo_286_1810.0_1408.0_7_rela_relative,"['pseudo_107_810.0_508.0', 'pseudo_111_810.0_908.0', 'pseudo_114_810.0_1208.0', 'pseudo_125_910.0_608.0', 'pseudo_142_1010.0_608.0', 'pseudo_163_1110.0_1008.0', 'pseudo_173_1210.0_308.0', 'pseudo_183_1210.0_1308.0', 'pseudo_214_1410.0_1008.0', 'pseudo_219_1410.0_1508.0', 'pseudo_224_1510.0_308.0', 'pseudo_228_1510.0_708.0', 'pseudo_231_1510.0_1008.0', 'pseudo_241_1610.0_308.0', 'pseudo_244_1610.0_608.0', 'pseudo_245_1610.0_708.0', 'pseudo_25_310.0_808.0', 'pseudo_286_1810.0_1408.0', 'pseudo_37_410.0_308.0', 'pseudo_55_510.0_408.0', 'pseudo_62_510.0_1108.0', 'pseudo_74_610.0_608.0', 'pseudo_77_610.0_908.0']"
pseudo_286_1810.0_1408.0_8_rela_relative,[]
pseudo_286_1810.0_1408.0_9_rela_relative,"['pseudo_225_1510.0_408.0', 'pseudo_58_510.0_708.0']"
pseudo_286_1810.0_1408.0_10_rela_relative,"['pseudo_150_1010.0_1408.0', 'pseudo_167_1110.0_1408.0', 'pseudo_83_610.0_1508.0']"
pseudo_6_210.0_608.0_0_rela_relative,[]
pseudo_6_210.0_608.0_1_rela_relative,"['pseudo_270_1710.0_1508.0', 'pseudo_50_410.0_1608.0']"
pseudo_6_210.0_608.0_2_rela_relative,[]
pseudo_6_210.0_608.0_3_rela_relative,[]
pseudo_6_210.0_608.0_4_rela_relative,"['pseudo_105_810.0_308.0', 'pseudo_121_910.0_208.0', 'pseudo_72_610.0_408.0']"
pseudo_6_210.0_608.0_5_rela_relative,[]
pseudo_6_210.0_608.0_6_rela_relative,['pseudo_204_1310.0_1708.0']
pseudo_6_210.0_608.0_7_rela_relative,"['pseudo_110_810.0_808.0', 'pseudo_252_1610.0_1408.0', 'pseudo_76_610.0_808.0']"
pseudo_6_210.0_608.0_8_rela_relative,[]
pseudo_6_210.0_608.0_9_rela_relative,[]
pseudo_9_210.0_908.0_0_rela_relative,['pseudo_166_1110.0_1308.0']
pseudo_9_210.0_908.0_1_rela_relative,[]
pseudo_9_210.0_908.0_2_rela_relative,[]
pseudo_9_210.0_908.0_3_rela_relative,['pseudo_32_310.0_1508.0']
pseudo_9_210.0_908.0_4_rela_relative,[]
pseudo_9_210.0_908.0_5_rela_relative,[]
pseudo_9_210.0_908.0_6_rela_relative,[]
pseudo_9_210.0_908.0_7_rela_relative,[]
pseudo_9_210.0_908.0_8_rela_relative,['pseudo_149_1010.0_1308.0']
pseudo_9_210.0_908.0_9_rela_relative,[]
pseudo_20_310.0_308.0_0_rela_relative,[]
pseudo_20_310.0_308.0_1_rela_relative,[]
pseudo_20_310.0_308.0_2_rela_relative,[]
pseudo_20_310.0_308.0_3_rela_relative,['pseudo_254_1610.0_1608.0']
pseudo_20_310.0_308.0_4_rela_relative,[]
pseudo_20_310.0_308.0_5_rela_relative,[]
pseudo_20_310.0_308.0_6_rela_relative,['pseudo_39_410.0_508.0']
pseudo_20_310.0_308.0_7_rela_relative,[]
pseudo_20_310.0_308.0_8_rela_relative,"['pseudo_216_1410.0_1208.0', 'pseudo_233_1510.0_1208.0', 'pseudo_283_1810.0_1108.0']"
pseudo_20_310.0_308.0_9_rela_relative,['pseudo_235_1510.0_1408.0']
pseudo_23_310.0_608.0_0_rela_relative,[]
pseudo_23_310.0_608.0_1_rela_relative,[]
pseudo_23_310.0_608.0_2_rela_relative,[]
pseudo_23_310.0_608.0_3_rela_relative,[]
pseudo_23_310.0_608.0_4_rela_relative,[]
pseudo_23_310.0_608.0_5_rela_relative,[]
pseudo_23_310.0_608.0_6_rela_relative,"['pseudo_261_1710.0_608.0', 'pseudo_278_1810.0_608.0']"
pseudo_23_310.0_608.0_7_rela_relative,[]
pseudo_23_310.0_608.0_8_rela_relative,['pseudo_243_1610.0_508.0']
pseudo_23_310.0_608.0_9_rela_relative,[]
pseudo_27_310.0_1008.0_0_rela_relative,[]
pseudo_27_310.0_1008.0_1_rela_relative,[]
pseudo_27_310.0_1008.0_2_rela_relative,['pseudo_282_1810.0_1008.0']
pseudo_27_310.0_1008.0_3_rela_relative,"['pseudo_126_910.0_708.0', 'pseudo_240_1610.0_208.0', 'pseudo_267_1710.0_1208.0', 'pseudo_276_1810.0_408.0', 'pseudo_277_1810.0_508.0']"
pseudo_27_310.0_1008.0_4_rela_relative,[]
pseudo_27_310.0_1008.0_5_rela_relative,['pseudo_61_510.0_1008.0']
pseudo_27_310.0_1008.0_6_rela_relative,[]
pseudo_27_310.0_1008.0_7_rela_relative,['pseudo_206_1410.0_208.0']
pseudo_27_310.0_1008.0_8_rela_relative,[]
pseudo_27_310.0_1008.0_9_rela_relative,[]
pseudo_29_310.0_1208.0_0_rela_relative,[]
pseudo_29_310.0_1208.0_1_rela_relative,[]
pseudo_29_310.0_1208.0_2_rela_relative,['pseudo_6_210.0_608.0']
pseudo_29_310.0_1208.0_3_rela_relative,[]
pseudo_29_310.0_1208.0_4_rela_relative,[]
pseudo_29_310.0_1208.0_5_rela_relative,[]
pseudo_29_310.0_1208.0_6_rela_relative,['pseudo_150_1010.0_1408.0']
pseudo_29_310.0_1208.0_7_rela_relative,"['pseudo_38_410.0_408.0', 'pseudo_56_510.0_508.0']"
pseudo_29_310.0_1208.0_8_rela_relative,['pseudo_57_510.0_608.0']
pseudo_29_310.0_1208.0_9_rela_relative,[]
pseudo_33_310.0_1608.0_0_rela_relative,[]
pseudo_33_310.0_1608.0_1_rela_relative,['pseudo_31_310.0_1408.0']
pseudo_33_310.0_1608.0_2_rela_relative,[]
pseudo_33_310.0_1608.0_3_rela_relative,[]
pseudo_33_310.0_1608.0_4_rela_relative,[]
pseudo_33_310.0_1608.0_5_rela_relative,[]
pseudo_33_310.0_1608.0_6_rela_relative,[]
pseudo_33_310.0_1608.0_7_rela_relative,[]
pseudo_33_310.0_1608.0_8_rela_relative,"['pseudo_102_710.0_1708.0', 'pseudo_145_1010.0_908.0', 'pseudo_70_610.0_208.0', 'pseudo_92_710.0_708.0']"
pseudo_33_310.0_1608.0_9_rela_relative,[]
pseudo_50_410.0_1608.0_0_rela_relative,[]
pseudo_50_410.0_1608.0_1_rela_relative,[]
pseudo_50_410.0_1608.0_2_rela_relative,[]
pseudo_50_410.0_1608.0_3_rela_relative,['pseudo_89_710.0_408.0']
pseudo_50_410.0_1608.0_4_rela_relative,[]
pseudo_50_410.0_1608.0_5_rela_relative,[]
pseudo_50_410.0_1608.0_6_rela_relative,['pseudo_49_410.0_1508.0']
pseudo_50_410.0_1608.0_7_rela_relative,[]
pseudo_50_410.0_1608.0_8_rela_relative,['pseudo_82_610.0_1408.0']
pseudo_50_410.0_1608.0_9_rela_relative,[]
pseudo_51_410.0_1708.0_0_rela_relative,"['pseudo_197_1310.0_1008.0', 'pseudo_249_1610.0_1108.0']"
pseudo_51_410.0_1708.0_1_rela_relative,[]
pseudo_51_410.0_1708.0_2_rela_relative,[]
pseudo_51_410.0_1708.0_3_rela_relative,[]
pseudo_51_410.0_1708.0_4_rela_relative,[]
pseudo_51_410.0_1708.0_5_rela_relative,[]
pseudo_51_410.0_1708.0_6_rela_relative,[]
pseudo_51_410.0_1708.0_7_rela_relative,[]
pseudo_51_410.0_1708.0_8_rela_relative,[]
pseudo_51_410.0_1708.0_9_rela_relative,[]
pseudo_57_510.0_608.0_0_rela_relative,[]
pseudo_57_510.0_608.0_1_rela_relative,[]
pseudo_57_510.0_608.0_2_rela_relative,[]
pseudo_57_510.0_608.0_3_rela_relative,['pseudo_97_710.0_1208.0']
pseudo_57_510.0_608.0_4_rela_relative,[]
pseudo_57_510.0_608.0_5_rela_relative,[]
pseudo_57_510.0_608.0_6_rela_relative,[]
pseudo_57_510.0_608.0_7_rela_relative,[]
pseudo_57_510.0_608.0_8_rela_relative,"['pseudo_240_1610.0_208.0', 'pseudo_68_510.0_1708.0']"
pseudo_57_510.0_608.0_9_rela_relative,['pseudo_27_310.0_1008.0']
pseudo_66_510.0_1508.0_0_rela_relative,['pseudo_235_1510.0_1408.0']
pseudo_66_510.0_1508.0_1_rela_relative,[]
pseudo_66_510.0_1508.0_2_rela_relative,"['pseudo_102_710.0_1708.0', 'pseudo_145_1010.0_908.0', 'pseudo_157_1110.0_408.0', 'pseudo_179_1210.0_908.0', 'pseudo_229_1510.0_808.0', 'pseudo_233_1510.0_1208.0', 'pseudo_275_1810.0_308.0', 'pseudo_280_1810.0_808.0', 'pseudo_283_1810.0_1108.0', 'pseudo_53_510.0_208.0', 'pseudo_69_610.0_108.0', 'pseudo_70_610.0_208.0']"
pseudo_66_510.0_1508.0_3_rela_relative,[]
pseudo_66_510.0_1508.0_4_rela_relative,[]
pseudo_66_510.0_1508.0_5_rela_relative,['pseudo_204_1310.0_1708.0']
pseudo_66_510.0_1508.0_6_rela_relative,[]
pseudo_66_510.0_1508.0_7_rela_relative,[]
pseudo_66_510.0_1508.0_8_rela_relative,"['pseudo_162_1110.0_908.0', 'pseudo_193_1310.0_608.0', 'pseudo_228_1510.0_708.0', 'pseudo_44_410.0_1008.0']"
pseudo_66_510.0_1508.0_9_rela_relative,"['pseudo_105_810.0_308.0', 'pseudo_126_910.0_708.0', 'pseudo_149_1010.0_1308.0', 'pseudo_192_1310.0_508.0', 'pseudo_21_310.0_408.0', 'pseudo_249_1610.0_1108.0', 'pseudo_37_410.0_308.0', 'pseudo_6_210.0_608.0', 'pseudo_78_610.0_1008.0']"
pseudo_68_510.0_1708.0_0_rela_relative,['pseudo_124_910.0_508.0']
pseudo_68_510.0_1708.0_1_rela_relative,['pseudo_218_1410.0_1408.0']
pseudo_68_510.0_1708.0_2_rela_relative,"['pseudo_113_810.0_1108.0', 'pseudo_66_510.0_1508.0']"
pseudo_68_510.0_1708.0_3_rela_relative,[]
pseudo_68_510.0_1708.0_4_rela_relative,['pseudo_115_810.0_1308.0']
pseudo_68_510.0_1708.0_5_rela_relative,[]
pseudo_68_510.0_1708.0_6_rela_relative,[]
pseudo_68_510.0_1708.0_7_rela_relative,['pseudo_46_410.0_1208.0']
pseudo_68_510.0_1708.0_8_rela_relative,[]
pseudo_68_510.0_1708.0_9_rela_relative,[]
pseudo_69_610.0_108.0_0_rela_relative,[]
pseudo_69_610.0_108.0_1_rela_relative,[]
pseudo_69_610.0_108.0_2_rela_relative,[]
pseudo_69_610.0_108.0_3_rela_relative,[]
pseudo_69_610.0_108.0_4_rela_relative,[]
pseudo_69_610.0_108.0_5_rela_relative,[]
pseudo_69_610.0_108.0_6_rela_relative,[]
pseudo_69_610.0_108.0_7_rela_relative,[]
pseudo_69_610.0_108.0_8_rela_relative,[]
pseudo_69_610.0_108.0_9_rela_relative,[]
pseudo_72_610.0_408.0_0_rela_relative,[]
pseudo_72_610.0_408.0_1_rela_relative,[]
pseudo_72_610.0_408.0_2_rela_relative,[]
pseudo_72_610.0_408.0_3_rela_relative,[]
pseudo_72_610.0_408.0_4_rela_relative,['pseudo_266_1710.0_1108.0']
pseudo_72_610.0_408.0_5_rela_relative,[]
pseudo_72_610.0_408.0_6_rela_relative,['pseudo_106_810.0_408.0']
pseudo_72_610.0_408.0_7_rela_relative,[]
pseudo_72_610.0_408.0_8_rela_relative,[]
pseudo_72_610.0_408.0_9_rela_relative,[]
pseudo_77_610.0_908.0_0_rela_relative,[]
pseudo_77_610.0_908.0_1_rela_relative,[]
pseudo_77_610.0_908.0_2_rela_relative,['pseudo_194_1310.0_708.0']
pseudo_77_610.0_908.0_3_rela_relative,[]
pseudo_77_610.0_908.0_4_rela_relative,[]
pseudo_77_610.0_908.0_5_rela_relative,[]
pseudo_77_610.0_908.0_6_rela_relative,[]
pseudo_77_610.0_908.0_7_rela_relative,['pseudo_98_710.0_1308.0']
pseudo_77_610.0_908.0_8_rela_relative,[]
pseudo_77_610.0_908.0_9_rela_relative,[]
pseudo_82_610.0_1408.0_0_rela_relative,[]
pseudo_82_610.0_1408.0_1_rela_relative,['pseudo_197_1310.0_1008.0']
pseudo_82_610.0_1408.0_2_rela_relative,[]
pseudo_82_610.0_1408.0_3_rela_relative,[]
pseudo_82_610.0_1408.0_4_rela_relative,['pseudo_89_710.0_408.0']
pseudo_82_610.0_1408.0_5_rela_relative,"['pseudo_49_410.0_1508.0', 'pseudo_63_510.0_1208.0']"
pseudo_82_610.0_1408.0_6_rela_relative,['pseudo_66_510.0_1508.0']
pseudo_82_610.0_1408.0_7_rela_relative,[]
pseudo_82_610.0_1408.0_8_rela_relative,[]
pseudo_82_610.0_1408.0_9_rela_relative,['pseudo_181_1210.0_1108.0']
pseudo_96_710.0_1108.0_0_rela_relative,[]
pseudo_96_710.0_1108.0_1_rela_relative,"['pseudo_158_1110.0_508.0', 'pseudo_174_1210.0_408.0', 'pseudo_175_1210.0_508.0', 'pseudo_227_1510.0_608.0']"
pseudo_96_710.0_1108.0_2_rela_relative,['pseudo_32_310.0_1508.0']
pseudo_96_710.0_1108.0_3_rela_relative,['pseudo_289_1810.0_1708.0']
pseudo_96_710.0_1108.0_4_rela_relative,[]
pseudo_96_710.0_1108.0_5_rela_relative,[]
pseudo_96_710.0_1108.0_6_rela_relative,['pseudo_186_1210.0_1608.0']
pseudo_96_710.0_1108.0_7_rela_relative,['pseudo_246_1610.0_808.0']
pseudo_96_710.0_1108.0_8_rela_relative,[]
pseudo_96_710.0_1108.0_9_rela_relative,[]
pseudo_104_810.0_208.0_0_rela_relative,[]
pseudo_104_810.0_208.0_1_rela_relative,[]
pseudo_104_810.0_208.0_2_rela_relative,[]
pseudo_104_810.0_208.0_3_rela_relative,[]
pseudo_104_810.0_208.0_4_rela_relative,[]
pseudo_104_810.0_208.0_5_rela_relative,"['pseudo_199_1310.0_1208.0', 'pseudo_215_1410.0_1108.0', 'pseudo_216_1410.0_1208.0', 'pseudo_227_1510.0_608.0']"
pseudo_104_810.0_208.0_6_rela_relative,[]
pseudo_104_810.0_208.0_7_rela_relative,[]
pseudo_104_810.0_208.0_8_rela_relative,[]
pseudo_104_810.0_208.0_9_rela_relative,[]
pseudo_105_810.0_308.0_0_rela_relative,['pseudo_269_1710.0_1408.0']
pseudo_105_810.0_308.0_1_rela_relative,[]
pseudo_105_810.0_308.0_2_rela_relative,['pseudo_109_810.0_708.0']
pseudo_105_810.0_308.0_3_rela_relative,[]
pseudo_105_810.0_308.0_4_rela_relative,[]
pseudo_105_810.0_308.0_5_rela_relative,[]
pseudo_105_810.0_308.0_6_rela_relative,[]
pseudo_105_810.0_308.0_7_rela_relative,[]
pseudo_105_810.0_308.0_8_rela_relative,[]
pseudo_105_810.0_308.0_9_rela_relative,[]
pseudo_119_810.0_1708.0_0_rela_relative,[]
pseudo_119_810.0_1708.0_1_rela_relative,[]
pseudo_119_810.0_1708.0_2_rela_relative,['pseudo_71_610.0_308.0']
pseudo_119_810.0_1708.0_3_rela_relative,[]
pseudo_119_810.0_1708.0_4_rela_relative,[]
pseudo_119_810.0_1708.0_5_rela_relative,[]
pseudo_119_810.0_1708.0_6_rela_relative,[]
pseudo_119_810.0_1708.0_7_rela_relative,['pseudo_106_810.0_408.0']
pseudo_119_810.0_1708.0_8_rela_relative,[]
pseudo_119_810.0_1708.0_9_rela_relative,[]
pseudo_121_910.0_208.0_0_rela_relative,[]
pseudo_121_910.0_208.0_1_rela_relative,['pseudo_206_1410.0_208.0']
pseudo_121_910.0_208.0_2_rela_relative,"['pseudo_126_910.0_708.0', 'pseudo_162_1110.0_908.0', 'pseudo_181_1210.0_1108.0']"
pseudo_121_910.0_208.0_3_rela_relative,[]
pseudo_121_910.0_208.0_4_rela_relative,[]
pseudo_121_910.0_208.0_5_rela_relative,['pseudo_235_1510.0_1408.0']
pseudo_121_910.0_208.0_6_rela_relative,[]
pseudo_121_910.0_208.0_7_rela_relative,[]
pseudo_121_910.0_208.0_8_rela_relative,['pseudo_234_1510.0_1308.0']
pseudo_121_910.0_208.0_9_rela_relative,['pseudo_235_1510.0_1408.0']
pseudo_123_910.0_408.0_0_rela_relative,['pseudo_53_510.0_208.0']
pseudo_123_910.0_408.0_1_rela_relative,[]
pseudo_123_910.0_408.0_2_rela_relative,[]
pseudo_123_910.0_408.0_3_rela_relative,['pseudo_51_410.0_1708.0']
pseudo_123_910.0_408.0_4_rela_relative,[]
pseudo_123_910.0_408.0_5_rela_relative,"['pseudo_132_910.0_1308.0', 'pseudo_164_1110.0_1108.0', 'pseudo_197_1310.0_1008.0']"
pseudo_123_910.0_408.0_6_rela_relative,[]
pseudo_123_910.0_408.0_7_rela_relative,[]
pseudo_123_910.0_408.0_8_rela_relative,[]
pseudo_123_910.0_408.0_9_rela_relative,['pseudo_194_1310.0_708.0']
pseudo_126_910.0_708.0_0_rela_relative,"['pseudo_105_810.0_308.0', 'pseudo_257_1710.0_208.0', 'pseudo_277_1810.0_508.0']"
pseudo_126_910.0_708.0_1_rela_relative,['pseudo_141_1010.0_508.0']
pseudo_126_910.0_708.0_2_rela_relative,['pseudo_279_1810.0_708.0']
pseudo_126_910.0_708.0_3_rela_relative,[]
pseudo_126_910.0_708.0_4_rela_relative,"['pseudo_132_910.0_1308.0', 'pseudo_191_1310.0_408.0', 'pseudo_203_1310.0_1608.0']"
pseudo_126_910.0_708.0_5_rela_relative,"['pseudo_160_1110.0_708.0', 'pseudo_174_1210.0_408.0']"
pseudo_126_910.0_708.0_6_rela_relative,[]
pseudo_126_910.0_708.0_7_rela_relative,"['pseudo_112_810.0_1008.0', 'pseudo_117_810.0_1508.0', 'pseudo_119_810.0_1708.0', 'pseudo_133_910.0_1408.0', 'pseudo_168_1110.0_1508.0', 'pseudo_185_1210.0_1508.0', 'pseudo_186_1210.0_1608.0', 'pseudo_201_1310.0_1408.0', 'pseudo_221_1410.0_1708.0', 'pseudo_27_310.0_1008.0', 'pseudo_48_410.0_1408.0', 'pseudo_65_510.0_1408.0', 'pseudo_80_610.0_1208.0']"
pseudo_126_910.0_708.0_8_rela_relative,[]
pseudo_126_910.0_708.0_9_rela_relative,['pseudo_45_410.0_1108.0']
pseudo_140_1010.0_408.0_0_rela_relative,['pseudo_138_1010.0_208.0']
pseudo_140_1010.0_408.0_1_rela_relative,[]
pseudo_140_1010.0_408.0_2_rela_relative,[]
pseudo_140_1010.0_408.0_3_rela_relative,['pseudo_240_1610.0_208.0']
pseudo_140_1010.0_408.0_4_rela_relative,[]
pseudo_140_1010.0_408.0_5_rela_relative,['pseudo_46_410.0_1208.0']
pseudo_140_1010.0_408.0_6_rela_relative,[]
pseudo_140_1010.0_408.0_7_rela_relative,['pseudo_23_310.0_608.0']
pseudo_140_1010.0_408.0_8_rela_relative,"['pseudo_128_910.0_908.0', 'pseudo_246_1610.0_808.0']"
pseudo_140_1010.0_408.0_9_rela_relative,"['pseudo_149_1010.0_1308.0', 'pseudo_208_1410.0_408.0', 'pseudo_249_1610.0_1108.0', 'pseudo_72_610.0_408.0', 'pseudo_77_610.0_908.0']"
pseudo_143_1010.0_708.0_0_rela_relative,[]
pseudo_143_1010.0_708.0_1_rela_relative,[]
pseudo_143_1010.0_708.0_2_rela_relative,['pseudo_261_1710.0_608.0']
pseudo_143_1010.0_708.0_3_rela_relative,['pseudo_150_1010.0_1408.0']
